"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"2008","Logan County","North Dakota",2308,1990,1918,7.5,2.51
"2009","McHenry County","North Dakota",5987,5395,5900,7.9,4.19
"2010","McIntosh County","North Dakota",3390,2809,2606,9.9,2.56
"2011","McKenzie County","North Dakota",5737,6360,12724,11.7,2.45
"2012","McLean County","North Dakota",9311,8962,9685,8.9,3.1
"2013","Mercer County","North Dakota",8644,8424,8465,7.3,3.96
"2014","Morton County","North Dakota",25303,27471,30796,7.9,3.04
"2015","Mountrail County","North Dakota",6631,7673,10265,11.2,2.02
"2016","Nelson County","North Dakota",3715,3126,2937,8.4,3.06
"2017","Oliver County","North Dakota",2065,1846,1940,3.1,4.17
"2018","Pembina County","North Dakota",8585,7413,6972,5.6,4.11
"2019","Pierce County","North Dakota",4675,4357,4099,17.6,3.17
"2020","Ramsey County","North Dakota",12066,11451,11519,12.1,2.67
"2021","Ransom County","North Dakota",5890,5457,5297,6.6,1.93
"2022","Renville County","North Dakota",2610,2470,2463,4.8,2.53
"2023","Richland County","North Dakota",17998,16321,16351,9.7,2.35
"2024","Rolette County","North Dakota",13674,13937,14531,32.4,10.16
"2025","Sargent County","North Dakota",4366,3829,3858,4.3,2.04
"2026","Sheridan County","North Dakota",1710,1321,1353,15.4,4.53
"2027","Sioux County","North Dakota",4044,4153,4376,37.1,3.6
"2028","Slope County","North Dakota",767,727,771,6.8,1.87
"2029","Stark County","North Dakota",22636,24199,30209,8.1,2.67
"2030","Steele County","North Dakota",2258,1975,1917,3.8,1.66
"2031","Stutsman County","North Dakota",21908,21100,21087,11.1,2.32
"2032","Towner County","North Dakota",2876,2246,2253,12.4,2.51
"2033","Traill County","North Dakota",8477,8121,8013,6.9,2.41
"2034","Walsh County","North Dakota",12389,11119,10855,9.9,3.29
"2035","Ward County","North Dakota",58795,61675,68946,8.4,3.22
"2036","Wells County","North Dakota",5102,4207,4022,5.8,3.21
"2037","Williams County","North Dakota",19761,22398,33349,9,2.51
"2038","Adams County","Ohio",27330,28550,27726,23.8,7.17
"2039","Allen County","Ohio",108473,106331,103198,15,5
"2040","Ashland County","Ohio",52523,53139,53628,14.2,4.9
"2041","Ashtabula County","Ohio",102728,101497,97807,19.8,5.92
"2042","Athens County","Ohio",62223,64757,66597,30.2,6.05
"2043","Auglaize County","Ohio",46611,45949,45778,9,3.72
"2044","Belmont County","Ohio",70226,70400,68029,14.1,6.32
"2045","Brown County","Ohio",42285,44846,43576,17.8,5.71
"2046","Butler County","Ohio",332807,368130,380604,12.9,4.44
"2047","Carroll County","Ohio",28836,28836,27385,14.8,5.86
"2048","Champaign County","Ohio",38890,40097,38840,11.1,4.16
"2049","Clark County","Ohio",144742,138333,134557,16.6,4.85
"2050","Clermont County","Ohio",177977,197363,204214,9.8,4.38
"2051","Clinton County","Ohio",40543,42040,42009,14.7,5.44
"2052","Columbiana County","Ohio",112075,107841,103077,15.4,5.97
"2053","Coshocton County","Ohio",36655,36901,36544,15,6.82
"2054","Crawford County","Ohio",46966,43784,41746,16.2,5.75
"2055","Cuyahoga County","Ohio",1393978,1280122,1248514,18.3,5.85
"2056","Darke County","Ohio",53309,52959,51536,11.6,4.2
"2057","Defiance County","Ohio",39500,39037,38156,11,4.88
"2058","Delaware County","Ohio",109989,174214,200464,5.1,3.51
"2059","Erie County","Ohio",79551,77079,74817,13,6.19
"2060","Fairfield County","Ohio",122759,146156,154733,9.9,4.26
"2061","Fayette County","Ohio",28433,29030,28752,17.7,4.23
"2062","Franklin County","Ohio",1068978,1163414,1291981,16.7,4.02
"2063","Fulton County","Ohio",42084,42698,42289,10.6,4.89
"2064","Gallia County","Ohio",31069,30934,29973,20.9,6.72
"2065","Geauga County","Ohio",90895,93389,93918,6.5,4.77
"2066","Greene County","Ohio",147886,161573,166752,12.3,4.27
"2067","Guernsey County","Ohio",40792,40087,39093,20.2,6.08
"2068","Hamilton County","Ohio",845303,802374,813822,17,4.38
"2069","Hancock County","Ohio",71295,74782,75754,12.1,3.62
"2070","Hardin County","Ohio",31945,32058,31364,16.6,4.96
"2071","Harrison County","Ohio",15856,15864,15216,15.7,6
"2072","Henry County","Ohio",29210,28215,27185,9,5.19
"2073","Highland County","Ohio",40875,43589,42971,21.6,5.99
"2074","Hocking County","Ohio",28241,29380,28474,14.2,5.38
"2075","Holmes County","Ohio",38943,42366,43957,12,3.55
"2076","Huron County","Ohio",59487,59626,58494,14.2,6.47
"2077","Jackson County","Ohio",32641,33225,32449,20.6,7.15
"2078","Jefferson County","Ohio",73894,69709,66359,17.6,7.26
"2079","Knox County","Ohio",54500,60921,61261,13.8,4.51
"2080","Lake County","Ohio",227511,230041,230117,8.3,5.16
"2081","Lawrence County","Ohio",62319,62450,60249,18.6,5.84
"2082","Licking County","Ohio",145491,166492,173448,11.8,4.18
"2083","Logan County","Ohio",46005,45858,45325,13.7,4.12
"2084","Lorain County","Ohio",284664,301356,307924,13.7,6.17
"2085","Lucas County","Ohio",455054,441815,430887,19.8,5.89
"2086","Madison County","Ohio",40213,43435,44036,10.2,3.84
"2087","Mahoning County","Ohio",257555,238823,229796,17.6,6.91
"2088","Marion County","Ohio",66217,66501,64967,16.6,5.09
"2089","Medina County","Ohio",151095,172332,178371,6.2,4.73
"2090","Meigs County","Ohio",23072,23770,23080,22.5,8.15
"2091","Mercer County","Ohio",40924,40814,40873,7.4,3.08
"2092","Miami County","Ohio",98868,102506,105122,9.9,4.25
"2093","Monroe County","Ohio",15180,14642,13946,19.7,8.52
"2094","Montgomery County","Ohio",559062,535153,531542,17.9,4.88
"2095","Morgan County","Ohio",14897,15054,14709,21.5,6.85
"2096","Morrow County","Ohio",31628,34827,34994,9.7,4.87
"2097","Muskingum County","Ohio",84585,86074,86149,16.6,5.73
"2098","Noble County","Ohio",14058,14645,14406,12.9,7.2
"2099","Ottawa County","Ohio",40985,41428,40657,10.5,6.69
"2100","Paulding County","Ohio",20293,19614,18845,10.7,4.45
"2101","Perry County","Ohio",34078,36058,36024,19.2,5.99
"2102","Pickaway County","Ohio",52727,55698,57830,12,4.59
"2103","Pike County","Ohio",27695,28709,28270,20,6.95
"2104","Portage County","Ohio",152061,161419,162277,14.5,5.04
"2105","Preble County","Ohio",42337,42270,41120,12.4,4.5
"2106","Putnam County","Ohio",34726,34499,33878,7.2,3.56
"2107","Richland County","Ohio",128852,124475,120589,15.6,5.51
"2108","Ross County","Ohio",73345,78064,77313,18.2,5.14
"2109","Sandusky County","Ohio",61792,60944,59195,13.6,4.75
"2110","Scioto County","Ohio",79195,79499,75929,23.9,7.1
"2111","Seneca County","Ohio",58683,56745,55243,15.2,4.77
"2112","Shelby County","Ohio",47910,49423,48759,8.9,4.12
"2113","Stark County","Ohio",378098,375586,372542,14,5.23
"2114","Summit County","Ohio",542899,541781,541228,13.6,5.06
"2115","Trumbull County","Ohio",225116,210312,200380,17.2,7.22
"2116","Tuscarawas County","Ohio",90914,92582,92297,13.8,5.01
"2117","Union County","Ohio",40909,52300,56741,7.4,3.72
"2118","Van Wert County","Ohio",29659,28744,28217,12.7,3.98
"2119","Vinton County","Ohio",12806,13435,13092,21.1,6.83
"2120","Warren County","Ohio",158383,212693,228882,5.1,4.11
"2121","Washington County","Ohio",63251,61778,60418,15.5,6.21
"2122","Wayne County","Ohio",111564,114520,116038,13,3.95
"2123","Williams County","Ohio",39188,37642,36784,13.5,4.4
"2124","Wood County","Ohio",121065,125488,130492,13.4,4.4
"2125","Wyandot County","Ohio",22908,22615,22029,11.3,3.71
"2126","Adair County","Oklahoma",21038,22683,21909,30.8,5.02
"2127","Alfalfa County","Oklahoma",6105,5642,5907,11.2,2.68
"2128","Atoka County","Oklahoma",13879,14182,13887,19.8,5.32
"2129","Beaver County","Oklahoma",5857,5636,5315,11.7,2.59
"2130","Beckham County","Oklahoma",19799,22119,21793,12.6,3.95
"2131","Blaine County","Oklahoma",11976,11943,9498,15,2.88
"2132","Bryan County","Oklahoma",36534,42416,46319,17.5,3.83
"2133","Caddo County","Oklahoma",30150,29600,29173,20.8,4.49
"2134","Canadian County","Oklahoma",87697,115541,139926,7.9,3.56
"2135","Carter County","Oklahoma",45621,47557,48190,16.4,4.6
"2136","Cherokee County","Oklahoma",42521,46987,48888,21.1,5.46
"2137","Choctaw County","Oklahoma",15342,15205,14863,31,6.21
"2138","Cimarron County","Oklahoma",3148,2475,2154,15.9,2.4
"2139","Cleveland County","Oklahoma",208016,255755,279641,12.6,3.52
"2140","Coal County","Oklahoma",6031,5925,5642,20.3,5.41
"2141","Comanche County","Oklahoma",114996,124098,121526,16.7,4.44
"2142","Cotton County","Oklahoma",6614,6193,5823,15.4,4.02
"2143","Craig County","Oklahoma",14950,15029,14327,17.9,4.47
"2144","Creek County","Oklahoma",67367,69967,71704,15.2,5.02
"2145","Custer County","Oklahoma",26142,27469,28800,15.8,3.32
"2146","Delaware County","Oklahoma",37077,41487,42602,19,4.4
"2147","Dewey County","Oklahoma",4743,4810,4878,18.6,2.97
"2148","Ellis County","Oklahoma",4075,4151,3966,17.2,3.26
"2149","Garfield County","Oklahoma",57813,60580,61581,13.6,3.93
"2150","Garvin County","Oklahoma",27210,27576,27909,17.1,4.19
"2151","Grady County","Oklahoma",45516,52431,54943,12.4,4.07
"2152","Grant County","Oklahoma",5144,4527,4395,9.6,2.61
"2153","Greer County","Oklahoma",6061,6239,5843,19.2,5.33
"2154","Harmon County","Oklahoma",3283,2922,2689,16.1,3.8
"2155","Harper County","Oklahoma",3562,3685,3808,13.2,3.14
"2156","Haskell County","Oklahoma",11792,12769,12763,19.2,6.63
"2157","Hughes County","Oklahoma",14154,14003,13302,20.1,5.65
"2158","Jackson County","Oklahoma",28439,26446,25125,18,3.84
"2159","Jefferson County","Oklahoma",6818,6472,6183,20.9,5.59
"2160","Johnston County","Oklahoma",10513,10957,11060,20,4.05
"2161","Kay County","Oklahoma",48080,46562,44544,17.6,5.51
"2162","Kingfisher County","Oklahoma",13926,15034,15669,8.9,2.79
"2163","Kiowa County","Oklahoma",10227,9446,8893,23.9,5.37
"2164","Latimer County","Oklahoma",10692,11154,10411,18.9,7.52
"2165","Le Flore County","Oklahoma",48109,50384,49731,22.2,5.81
"2166","Lincoln County","Oklahoma",32080,34273,35142,14.3,4.37
"2167","Logan County","Oklahoma",33924,41848,46784,13.2,3.71
"2168","Love County","Oklahoma",8831,9423,10034,12.2,2.98
"2169","McClain County","Oklahoma",27740,34506,39343,9.5,3.58
"2170","McCurtain County","Oklahoma",34402,33151,32808,23.6,6.33
"2171","McIntosh County","Oklahoma",19456,20252,19742,18.5,7.82
"2172","Major County","Oklahoma",7545,7527,7693,13.1,3.22
"2173","Marshall County","Oklahoma",13184,15840,16434,14.7,4.7
"2174","Mayes County","Oklahoma",38369,41259,40921,19.2,4.81
"2175","Murray County","Oklahoma",12623,13488,13853,14.1,3.73
"2176","Muskogee County","Oklahoma",69451,70990,69086,21.9,5.17
"2177","Noble County","Oklahoma",11411,11561,11277,11.6,3.32
"2178","Nowata County","Oklahoma",10569,10536,10306,18.1,5.48
"2179","Okfuskee County","Oklahoma",11814,12191,12140,25.2,6.08
"2180","Oklahoma County","Oklahoma",660448,718633,787958,17,4.03
"2181","Okmulgee County","Oklahoma",39685,40069,38930,19.5,6.29
"2182","Osage County","Oklahoma",44437,47472,47233,15.7,5.13
"2183","Ottawa County","Oklahoma",33194,31848,31312,21.8,4.44
"2184","Pawnee County","Oklahoma",16612,16577,16472,15,5.37
"2185","Payne County","Oklahoma",68190,77350,81575,26.3,3.63
"2186","Pittsburg County","Oklahoma",43953,45837,44184,17.1,5.36
"2187","Pontotoc County","Oklahoma",35143,37492,38224,17.3,3.8
"2188","Pottawatomie County","Oklahoma",65521,69442,72226,17,4.16
"2189","Pushmataha County","Oklahoma",11667,11572,11173,20.3,6.18
"2190","Roger Mills County","Oklahoma",3436,3647,3716,18.4,3.26
"2191","Rogers County","Oklahoma",70641,86905,91444,9.4,4.42
"2192","Seminole County","Oklahoma",24894,25482,24878,22.7,5.86
"2193","Sequoyah County","Oklahoma",38972,42391,41252,24.6,5.51
"2194","Stephens County","Oklahoma",43182,45048,43332,15.1,6.25
"2195","Texas County","Oklahoma",20107,20640,20900,16.8,3.14
"2196","Tillman County","Oklahoma",9287,7992,7433,22.1,4.29
"2197","Tulsa County","Oklahoma",563299,603403,646266,15.5,4.29
"2198","Wagoner County","Oklahoma",57491,73085,78657,10.7,4.41
"2199","Washington County","Oklahoma",48996,50976,51932,14,4.6
"2200","Washita County","Oklahoma",11508,11629,11134,14.2,4.45
"2201","Woods County","Oklahoma",9089,8878,9031,12.9,2.66
"2202","Woodward County","Oklahoma",18486,20081,20459,11.7,4.21
"2203","Baker County","Oregon",16741,16134,16054,15.3,5.46
"2204","Benton County","Oregon",78153,85579,90951,20.7,3.26
"2205","Clackamas County","Oregon",338391,375992,412672,9,3.74
"2206","Clatsop County","Oregon",35630,37039,39182,12.2,4.13
"2207","Columbia County","Oregon",43560,49351,51782,12.3,5.17
"2208","Coos County","Oregon",62779,63043,63888,17.9,5.52
"2209","Crook County","Oregon",19182,20978,23123,15.3,6.26
"2210","Curry County","Oregon",21137,22364,22669,15.5,6.09
"2211","Deschutes County","Oregon",115367,157733,186875,12.1,4.21
"2212","Douglas County","Oregon",100399,107667,109405,17,5.35
"2213","Gilliam County","Oregon",1915,1871,1855,9.9,4.16
"2214","Grant County","Oregon",7935,7445,7190,13.7,6.83
"2215","Harney County","Oregon",7609,7422,7289,17.5,6.25
"2216","Hood River County","Oregon",20411,22346,23377,12.1,3.61
"2217","Jackson County","Oregon",181269,203206,217479,16.7,4.77
"2218","Jefferson County","Oregon",19009,21720,23758,20.9,5.58
"2219","Josephine County","Oregon",75726,82713,86352,18.6,5.38
"2220","Klamath County","Oregon",63775,66380,66935,18.7,5.89
"2221","Lake County","Oregon",7422,7895,7863,20,5.7
"2222","Lane County","Oregon",322959,351715,374748,18.8,4.45
"2223","Lincoln County","Oregon",44479,46034,48920,18.4,4.75
"2224","Linn County","Oregon",103069,116672,125047,16.1,4.76
"2225","Malheur County","Oregon",31615,31313,30480,25.2,4.68
"2226","Marion County","Oregon",284834,315335,341286,15.9,4.3
"2227","Morrow County","Oregon",10995,11173,11166,14.7,4.42
"2228","Multnomah County","Oregon",660486,735334,807555,16.4,3.63
"2229","Polk County","Oregon",62380,75403,83696,15.4,4.34
"2230","Sherman County","Oregon",1934,1765,1758,13.7,4.79
"2231","Tillamook County","Oregon",24262,25250,26690,15.5,4.25
"2232","Umatilla County","Oregon",70548,75889,76985,17.8,4.83
"2233","Union County","Oregon",24530,25748,26222,17.4,5.29
"2234","Wallowa County","Oregon",7226,7008,7051,13.7,5.57
"2235","Wasco County","Oregon",23791,25213,26437,13.7,4.13
"2236","Washington County","Oregon",445342,529710,588957,10.3,3.5
"2237","Wheeler County","Oregon",1547,1441,1357,20.6,3.9
"2238","Yamhill County","Oregon",84992,99193,105722,13.7,3.78
"2239","Adams County","Pennsylvania",91292,101407,102336,8.8,3.67
"2240","Allegheny County","Pennsylvania",1281666,1223348,1223048,12.5,4.76
"2241","Armstrong County","Pennsylvania",72392,68941,65642,13,6.15
"2242","Beaver County","Pennsylvania",181412,170539,166140,10.8,5.54
"2243","Bedford County","Pennsylvania",49984,49762,48480,13.6,5.18
"2244","Berks County","Pennsylvania",373638,411442,417854,13.6,4.61
"2245","Blair County","Pennsylvania",129144,127089,123457,15.2,4.85
"2246","Bradford County","Pennsylvania",62761,62622,60853,12.2,5.14
"2247","Bucks County","Pennsylvania",597635,625249,628341,6.1,4.24
"2248","Butler County","Pennsylvania",174083,183862,187108,8.4,4.6
"2249","Cambria County","Pennsylvania",152598,143679,133054,15.6,6.07
"2250","Cameron County","Pennsylvania",5974,5085,4592,14.4,6.91
"2251","Carbon County","Pennsylvania",58802,65249,63853,12.8,5.57
"2252","Centre County","Pennsylvania",135758,153990,162660,18.4,3.7
"2253","Chester County","Pennsylvania",433501,498886,519293,6.9,3.59
"2254","Clarion County","Pennsylvania",41765,39988,38458,17.5,5.65
"2255","Clearfield County","Pennsylvania",83382,81642,79685,15.3,5.97
"2256","Clinton County","Pennsylvania",37914,39238,38998,17.2,6.2
"2257","Columbia County","Pennsylvania",64151,67295,65932,15.9,5.22
"2258","Crawford County","Pennsylvania",90366,88765,86159,14.5,5.5
"2259","Cumberland County","Pennsylvania",213674,235406,250066,7.8,3.81
"2260","Dauphin County","Pennsylvania",251798,268100,275710,13.2,4.51
"2261","Delaware County","Pennsylvania",550864,558979,564696,10.4,4.53
"2262","Elk County","Pennsylvania",35112,31946,30197,9.4,4.86
"2263","Erie County","Pennsylvania",280843,280566,274541,16.8,5.78
"2264","Fayette County","Pennsylvania",148644,136606,131504,18.8,6.93
"2265","Forest County","Pennsylvania",4946,7716,7297,14.1,6.71
"2266","Franklin County","Pennsylvania",129313,149618,154234,10.4,4.45
"2267","Fulton County","Pennsylvania",14261,14845,14590,11.5,5.15
"2268","Greene County","Pennsylvania",40672,38686,36770,14.8,5.92
"2269","Huntingdon County","Pennsylvania",45586,45913,45491,13.6,6.01
"2270","Indiana County","Pennsylvania",89605,88880,84953,16.6,5.92
"2271","Jefferson County","Pennsylvania",45932,45200,43804,14.2,5.61
"2272","Juniata County","Pennsylvania",22821,24636,24514,13.1,4.63
"2273","Lackawanna County","Pennsylvania",213295,214437,210761,15.4,5.13
"2274","Lancaster County","Pennsylvania",470658,519445,542903,10.4,3.82
"2275","Lawrence County","Pennsylvania",94643,91108,87069,14,6.09
"2276","Lebanon County","Pennsylvania",120327,133568,139754,10.5,4.13
"2277","Lehigh County","Pennsylvania",312090,349497,366494,13.3,5.03
"2278","Luzerne County","Pennsylvania",319250,320918,317343,15.2,5.91
"2279","Lycoming County","Pennsylvania",120044,116111,113841,14,5.65
"2280","McKean County","Pennsylvania",45936,43450,41330,17.3,6.17
"2281","Mercer County","Pennsylvania",120293,116638,111750,13.7,5.47
"2282","Mifflin County","Pennsylvania",46486,46682,46388,13.5,5.35
"2283","Monroe County","Pennsylvania",138687,169842,168046,11.1,5.87
"2284","Montgomery County","Pennsylvania",750097,799874,826075,6.4,3.86
"2285","Montour County","Pennsylvania",18236,18267,18272,10.5,3.87
"2286","Northampton County","Pennsylvania",267066,297735,303405,9.2,4.9
